address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
"3663 S Las Vegas Blvd, Ste 1240","{'Caters': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'BikeParking': 'False'}",4JHGVuanHAu5n8DxvVcuVw,"Shopping, Gift Shops, Candy Stores, Flowers & Gifts, Food, Chocolatiers & Shops, Ice Cream & Frozen Yogurt, Desserts, Specialty Food",Las Vegas,"{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-0:0'}",1,36.1092976932,-115.1719519123,Sugar Factory,89109,198,3.0,NV
1920 Camden Rd,"{'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'True'}",eygcJ6o3elw-IgiYhml7lQ,"Food, Ice Cream & Frozen Yogurt",Charlotte,"{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '19:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",1,35.2110826,-80.8610434,Jeni's Splendid Ice Creams,28203,89,4.5,NC
13855 Conlan Cir,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True'}",vN7tRomv8VndTxIZDKG7yQ,"Ice Cream & Frozen Yogurt, Food",Charlotte,,1,35.055348531,-80.8516475558,Sweet Frog Premium Frozen Yogurt,28277,16,3.0,NC
"9229 Lawyers Rd, Ste E","{'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True'}",42gnKgy6ryfQ4QBtmyVgqA,"Restaurants, Food, American (Traditional), Ice Cream & Frozen Yogurt",Charlotte,"{'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",1,35.1869568,-80.6873316,Happy Grill,28227,21,4.5,NC
"9795 W Charleston Blvd, Ste 101","{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False'}",MOATc61QdKLNygLOfV-HSQ,"Ice Cream & Frozen Yogurt, Food",Las Vegas,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,36.1585645,-115.3111863,U-Swirl Frozen Yogurt,89117,87,3.0,NV
2732 Wilkinson Blvd,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'DriveThru': 'False', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}",_V-1gwVcw5Nd0e-8DsJ9RA,"Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food",Charlotte,"{'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",1,35.2244478,-80.887181,Dairy Queen,28208,16,4.0,NC
13201 Shaker Sq,"{'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsGoodForGroups': 'True'}",u1qzJu0JwbKU-HjIFjq8kw,"Ice Cream & Frozen Yogurt, Restaurants, Sandwiches, Bagels, Food, Coffee & Tea",Cleveland,"{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '8:0-19:0'}",1,41.4846805,-81.5899745,Dewey's Coffee House,44120,83,4.0,OH
"1535 Elizabeth Ave, Ste 100","{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False'}",bc3qgRXb8mln0CGgUCTdug,"Food, Ice Cream & Frozen Yogurt",Charlotte,"{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-21:30'}",1,35.2140739,-80.826589,Elizabeth Creamery,28204,122,4.0,NC
"4215 Spring Mountain Rd, Ste B106B","{'WiFi': ""'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}",2OJrznHaA4Gz_KYbQnAuzQ,"Bubble Tea, Food, Coffee & Tea, Restaurants, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",1,36.1254066954,-115.1959413912,Volcano Tea House,89102,381,3.5,NV
5501 Josh Birmingham Pkwy,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'""}",LMi27OYR2CeQnytc9CsfLg,"Food, Ice Cream & Frozen Yogurt",Charlotte,,1,35.220571,-80.943522,Yovana,28263,11,3.5,NC
3154 W Sahara Ave,"{'NoiseLevel': ""'average'"", 'Caters': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'Alcohol': ""'none'"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",WHdmQ-zPYYTJUqaUOfNpkQ,"Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Food",Las Vegas,"{'Monday': '10:0-22:30', 'Tuesday': '10:0-22:30', 'Wednesday': '10:0-22:30', 'Thursday': '10:0-22:30', 'Friday': '10:0-22:30', 'Saturday': '10:30-22:30', 'Sunday': '10:30-22:30'}",1,36.1446893,-115.184114,Dairy Queen,89102,53,2.0,NV
"8414 Farm Rd, Ste 150","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'WiFi': ""'no'""}",lsXRQ6DxyrbMFhl8croN8Q,"Shaved Snow, Desserts, Shaved Ice, Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,36.3007218,-115.2793914,Yuki Shaved Snow,89131,111,4.0,NV
1919 W Deer Vly,"{'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}""}",zusXbyXnJfS1Q-pZE9elmQ,"Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants, Fast Food",Phoenix,"{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '7:0-23:0'}",1,33.6833052,-112.101049,Sonic Drive-In,85027,20,3.0,AZ
"1121 S Decatur Blvd, Ste 120","{'Caters': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}",UdTgTjN0bo9JNPNkECuMrA,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Desserts, Custom Cakes, Cupcakes, Food",Las Vegas,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.1583797,-115.2052869,Cold Stone Creamery,89102,12,2.5,NV
"4825 E Charleston Blvd, Ste 2","{'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True'}",aEB-w-L4nhNe0wya_AHOKA,"Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,36.1587537,-115.0693267,Cali's Scoops,89104,17,4.5,NV
"3377 S Las Vegas Blvd, Ste 2255","{'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",0FPiudg5-syHhU0t88rgSA,"Juice Bars & Smoothies, Food, Candy Stores, Ice Cream & Frozen Yogurt, Specialty Food, Desserts",Las Vegas,"{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}",1,36.1220157,-115.1696498,Sloan's Ice Cream,89109,44,3.5,NV
,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",lplg8YB0HrOLHYaf77a83g,"Shaved Ice, Caterers, Event Planning & Services, Nightlife, Food, Bars, Bartenders",Phoenix,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",1,33.3684114,-111.9343636,Jacked Ice,85283,14,5.0,AZ
"4344 W Indian School Rd, Ste 29","{'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True'}",X1r8ugVdi4r6siqkNmIkkg,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food, Creperies, Desserts, Restaurants",Phoenix,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '13:0-22:0'}",1,33.4974825,-112.152895,Raspados Imperial,85031,15,5.0,AZ
"3415 W Glendale Ave, Ste 24","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'False', 'Smoking': ""u'outdoor'""}",C0EXdaVIuFf0smZj3Qj5Qg,"Ice Cream & Frozen Yogurt, Food, Water Stores, Shaved Ice",Phoenix,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0'}",1,33.5371638,-112.1329258,Brimley's Water & Ice,85051,11,5.0,AZ
4865 S Pecos Rd,"{'HasTV': 'True', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1'}",_ewxwEwJM-IYfIYnKpQOZw,"Hot Dogs, Restaurants, Shaved Ice, Food, Ice Cream & Frozen Yogurt",Las Vegas,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,36.1008099,-115.1017582,Mexicali Raspados,89121,67,4.0,NV
,"{'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}",jpYJDGkYbiubGk6EsU4Dmg,"Food Trucks, Desserts, Food, Shaved Ice",Las Vegas,,1,36.1699412,-115.1398296,Oso Ono Shave Ice,,36,4.5,NV
3500 S Edmond St,"{'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'WheelchairAccessible': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True'}",K9Zm2rrQocTL8HZFnzl_-Q,"Vegan, American (New), Restaurants, Cafes, Bubble Tea, Specialty Food, Food, Ice Cream & Frozen Yogurt, Comfort Food, Health Markets, Juice Bars & Smoothies, American (Traditional), Breakfast & Brunch",Las Vegas,"{'Monday': '18:0-1:0', 'Tuesday': '18:0-1:0', 'Wednesday': '18:0-1:0', 'Thursday': '18:0-1:0', 'Friday': '18:0-1:0', 'Saturday': '18:0-1:0', 'Sunday': '18:0-0:0'}",1,36.1260181,-115.2122806,Cafe No Fur,89103,56,3.5,NV
2303 N 7th St,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'Caters': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}",zOL260xaXDYZZPBItzALxQ,"Restaurants, Comfort Food, Food, Shopping, Ice Cream & Frozen Yogurt, Antiques, American (Traditional), Sandwiches, Burgers",Phoenix,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-19:0'}",1,33.473236,-112.06482,MacAlpine's Diner & Soda Fountain,85006,346,4.0,AZ
314 Fifth Ave,"{'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'Caters': 'False'}",dRbmeC5hl211hH-WeMtv-g,"Food, Ice Cream & Frozen Yogurt, Chocolatiers & Shops, Desserts, Specialty Food",Pittsburgh,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '11:0-22:0'}",1,40.4404289,-79.9999508,The Milk Shake Factory,15222,184,4.5,PA
3545 S Las Vegas Blvd,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}",aZLggARpUrEpdalQqPUI0Q,"Specialty Food, Ice Cream & Frozen Yogurt, Chocolatiers & Shops, Food",Las Vegas,"{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}",1,36.1176550639,-115.1698434596,Ghirardelli Ice Cream & Chocolate Shop,89109,184,4.0,NV
401 Euclid Ave,"{'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True'}",p-n42R58yEoNtWgBDG1Eiw,"Ice Cream & Frozen Yogurt, Desserts, Food",Cleveland,"{'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-1:0', 'Saturday': '14:0-1:0', 'Sunday': '14:0-23:0'}",1,41.4999744,-81.6902403,Cathy's Creamery,44113,48,4.0,OH
4401 Cottage Grove Rd,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'DriveThru': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}",R8L9VLO5jHfzPA5rHiujIA,"Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants, Fast Food",Madison,"{'Monday': '10:0-22:30', 'Tuesday': '10:0-22:30', 'Wednesday': '10:0-22:30', 'Thursday': '10:0-22:30', 'Friday': '10:0-22:30', 'Saturday': '10:0-22:30', 'Sunday': '10:0-22:30'}",1,43.0837887,-89.3078249,Culver's,53716,19,3.5,WI
10210 W Indian School Rd,"{'DriveThru': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'HasTV': 'False', 'Caters': 'False', 'Ambience': 'None'}",rpNPlBwKTEvtAWUvDcHm4A,"Fast Food, Ice Cream & Frozen Yogurt, Restaurants, Burgers, Food, American (Traditional)",Phoenix,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",1,33.49423,-112.2796751466,Sonic Drive-In,85037,24,2.5,AZ
