,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state,HasTV,GoodForKids,Caters,NoiseLevel,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsDelivery,WiFi,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsGoodForGroups,BikeParking,WheelchairAccessible,RestaurantsReservations,weekday_close_after_23,weekend_close_after_23,weekend_hour_g11,caterslabel,tvslabel,kidlabel,delilabel,outdoorlabel,grouplabel,wheellabel,reservelabel,noiselabel,takeoutlabel,cardlabel,wifilabel,bikelabel
236,236,236,100409,"7920 W Tropical, Ste 150",MxD3DexXbyNNXUNdhZ8mIA,Las Vegas,36.2714973,-115.267591,Rolled Ice Cream,89149,114,4.0,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,0,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0.0,0
237,237,237,100736,Charlotte Douglas International Airport Clt,XY8toAsZhldSASUQtBVziw,Charlotte,35.21927005,-80.94507746,Pino Gelato,28208,23,3.0,NC,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,2,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
238,238,238,100846,4604 E Cactus Rd,s7fROnWWGUzxCQ29JZQsZQ,Phoenix,33.60178587,-111.98207450000001,Maya Ice-Cream Rolls & Indian Food,85032,46,4.5,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
239,239,239,100855,4273 W Thunderbird Rd,CNRXPwmj5EvSNdXnOXcpJg,Phoenix,33.61013870000001,-112.15085790000002,Desert Swirl Frozen Yogurt,85053,63,4.5,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
240,240,240,101075,4600 E Carson St,08t3_HjbpLyPeuft6eoa5A,Pittsburgh,40.4115225,-79.9558928,Page Dairy Mart,15210,149,4.5,PA,No info,No info,TRUE,No info,True,False,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,1,0.0,0
241,241,241,101276,"7965 S Rainbow Blvd, Ste 140",RixnVQV24bc3p92mSntaVA,Las Vegas,36.04374991,-115.24399879999999,Creamberry,89139,541,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,0,1,No info,False,TRUE,No info,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1.0,1
242,242,242,101341,6712 Odana Rd,HOMqym6ceItYao90zNPrkg,Madison,43.0566445,-89.4974411,La Michoacana,53719,84,4.5,WI,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
243,243,243,102092,"4624 W Sahara Ave, Ste 2",YmwSoa7TltlTY-2rVvf6wg,Las Vegas,36.146676,-115.2048989,The Sugar Cookie,89102,67,5.0,NV,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
244,244,244,102429,800 Langdon St,aLf_bFRNxxGdte8GrIAN4g,Madison,43.07635535,-89.39999878,Der Rathskeller,53706,36,3.5,WI,TRUE,TRUE,TRUE,loud,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1.0,0
245,245,245,102572,427 State St,6JOgO-HYN90eR9g-c6kNfw,Madison,43.0746721,-89.392868,Cold Stone Creamery,53703,18,3.0,WI,No info,TRUE,No info,No info,True,True,FALSE,No wifi,FALSE,0,1,TRUE,False,No info,FALSE,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,1
246,246,246,102786,"6525 S Fort Apache Rd, Unit 100",Z6E2Syzo_IYLIGpI5tSpRg,Las Vegas,36.0696703,-115.2983435,Dairy Queen,89148,101,2.0,NV,No info,TRUE,FALSE,quiet,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,TRUE,FALSE,0,0,1,1,1,1,1,0,0,0,1,3,0,0,0.0,0
247,247,247,102964,"7625 S Rainbow Blvd, Ste 102",MIKtRbY36F9hrTQ3lLgEzw,Las Vegas,36.049805,-115.244096,Nourish Creamery & Juice Bar,89139,170,4.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
248,248,248,103066,20835 N Cave Creek Rd,tI7dXg2UboJozj28v7sjLw,Phoenix,33.6764102,-112.0304507,Culvers,85024,80,3.0,AZ,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
249,249,249,104416,510 N Cunningham Ave,6ockUmdOBYBApEsUCJkBzA,Urbana,40.117278000000006,-88.203156,El Oasis,61802,86,5.0,IL,FALSE,TRUE,FALSE,average,True,True,TRUE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0.0,0
250,250,250,104485,"9204 N 7th St, Unit 6",EsJ_iCNSHu_8N--XsK9Rjg,Phoenix,33.5700759,-112.0656616,Raspados Solaris,85020,34,5.0,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
251,251,251,105131,"3121 W Peoria Ave, Ste 110",otlnxBQqCEmUmRONAB5elA,Phoenix,33.581511799999994,-112.12665890000001,Menchie's Frozen Yogurt,85029,49,4.0,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0.0,0
252,252,252,105155,9345 S Cimarron Rd,jOSB_Sc4B3IsI5-MJluBsg,Las Vegas,36.0185143,-115.27065449999999,Poppy's Frozen Yogurt,89178,138,4.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,0,0,0,0,2,0,0,1.0,0
253,253,253,105593,507 Providence Rd,rH1dDxDThv_DGimcWah8fA,Charlotte,35.2034665,-80.8243724,Ben & Jerry's,28207,14,3.5,NC,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
254,254,254,105850,"2170 E Baseline Rd, Ste 136",YWwYOCbXkIxEohzURIuMhw,Phoenix,33.37937,-112.03238999999999,Cold Stone Creamery,85042,21,2.0,AZ,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,1,0,0,1,3,0,0,0.0,0
255,255,255,106011,9620 University City Blvd,9V_48ThEsfQiD1knzsEdWg,Charlotte,35.306331,-80.72165799999998,Coffee Cone Cafe,28213,29,4.5,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,TRUE,1,2,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
256,256,256,106139,17015 N 7th St,EeSTRZ2F3ZSlRpm1AT4YtQ,Phoenix,33.6408019,-112.06491640000002,Cold Stone Creamery,85022,23,2.0,AZ,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,0,2,No info,False,No info,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0.0,1
257,257,257,107089,210 East Trade,8lc67nrkOczT6F4B0KJLag,Charlotte,35.2253792,-80.84196440000002,Ice Shavers,28202,16,5.0,NC,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
258,258,258,107499,3330 E Thomas Ave,j7LCI60GYN1KxXRiy_LMkA,Phoenix,33.48106199,-112.00992820000002,Sonic Drive-In,85018,27,2.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
259,259,259,107500,"1127 Euclid Ave, Ste 104",ziTgeXaM7gWRnIhPtespMQ,Cleveland,41.5009874,-81.6849228,The Copper Moon,44115,50,4.5,OH,No info,No info,FALSE,No info,True,True,No info,Free wifi,FALSE,1,1,No info,True,No info,No info,0,0,0,1,0,1,0,1,0,0,1,2,0,0,1.0,0
260,260,260,107750,3300 S Las Vegas Blvd,r6b0IpBN8d-I4oe3RBL95A,Las Vegas,36.124764299999995,-115.1719639,Malena's Yogurt Plus,89109,30,2.0,NV,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,False,No info,No info,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
261,261,261,107873,111 N Race St,o13eH93qmWVNFZogkjhd9w,Urbana,40.11282253,-88.20902299,Courier Cafe,61801,347,4.0,IL,FALSE,TRUE,FALSE,average,True,True,FALSE,Free wifi,FALSE,1,1,TRUE,False,No info,FALSE,0,0,1,1,1,1,1,1,0,0,1,2,0,0,1.0,1
262,262,262,108060,13400 Brookpark Rd,vfIidkwVf_kF_APFMHIANw,Cleveland,41.4194541,-81.78483829999998,Malley's Chocolates,44135,17,4.0,OH,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,2,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
263,263,263,108399,"500 E Windmill Ln, Ste 175",urSuLlkYXXI5uwtKIxl9ew,Las Vegas,36.04303425,-115.15132320000001,Joe Maxx Coffee,89123,213,4.5,NV,FALSE,TRUE,TRUE,average,True,True,FALSE,Free wifi,FALSE,1,1,TRUE,False,TRUE,FALSE,0,0,1,0,1,0,1,1,0,0,1,2,0,0,1.0,1
264,264,264,108670,1735 S Rainbow Blvd,XBEx2FI2GKmsjs7eWNr7Lw,Las Vegas,36.1525834,-115.2435895,Juice 'N' Go,89146,276,4.5,NV,FALSE,TRUE,TRUE,quiet,True,True,FALSE,No wifi,FALSE,0,1,TRUE,True,No info,TRUE,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0.0,0
265,265,265,109281,1308-A The Plz,dA9VCSq5g8iD1SSkRKOHaw,Charlotte,35.220861,-80.810139,Rita's Italian Ice,28205,48,4.0,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1.0,0
266,266,266,109584,"7660 W Cheyenne Ave, Ste 126",MbY75S2zIFq71HJ_h5kiNQ,Las Vegas,36.21866619,-115.2616568,U-Swirl / Rocky Mountain Chocolate Factory,89129,13,4.5,NV,No info,No info,FALSE,No info,False,True,No info,Free wifi,No info,0,2,No info,True,TRUE,No info,0,0,1,1,0,1,1,1,0,0,1,2,1,0,1.0,0
267,267,267,109681,"100 E Camelback Rd, Ste 196",Ta7ALiHKasliwVxieOJEnA,Phoenix,33.51073880000001,-112.072473,Nekter Juice Bar,85012,30,4.0,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,2,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
268,268,268,110464,"6454 Sky Pointe Dr, Suite 110",aME5_yvkBqKH9v0ZDubIeQ,Las Vegas,36.28106810000001,-115.26139340000002,Baskin-Robbins,89131,55,2.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
269,269,269,110672,1247 East Blvd,P9xoO-WxaazIMQI7grYUwg,Charlotte,35.2025235,-80.8450227,Menchie's Frozen Yogurt,28203,84,4.0,NC,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
270,270,270,110947,4923 E. Chandler Blvd.,6wxfzVfke6iXRhP8yeMTeA,Phoenix,33.304759000000004,-111.97768,Zoyo Frozen Yogurt -Ahwatukee,85048,68,4.0,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
271,271,271,111148,"16631 Lancaster Hwy, Ste 106",eC4JpckFnIVWWh8mMrTK-Q,Charlotte,35.02345855,-80.84866822,Rita's Italian Ice,28277,22,4.0,NC,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
272,272,272,111289,1825 W Deer Valley Dr,Yk8WiriuHOkAXufUqGZMyg,Phoenix,33.68319049,-112.09792220000001,Culver's,85027,130,3.5,AZ,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
273,273,273,111555,3411 Las Vegas Blvd S,_fKi0myDrskrl8xmnAKJyA,Las Vegas,36.120953899999996,-115.17211509999998,Ben & Jerry's,89109,16,3.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,2,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
274,274,274,112111,5618 Mayfield Rd,AI7sIJMnSYVX8aLxdPVyNA,Cleveland,41.5196511,-81.477101,East Coast Original Frozen Custard,44124,68,4.5,OH,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
275,275,275,112243,246 Forbes Ave,JXf04dg9EBlkQFs5hf4QeQ,Pittsburgh,40.440114799999996,-80.0011745,Millie's Homemade Ice Cream,15222,65,4.0,PA,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
276,276,276,112593,9777 Las Vegas Blvd S,odRsHBbIqljttG7TJzTIvA,Las Vegas,36.0114211,-115.1752012,Kate's Korner Ice Cream Parlor,89183,32,3.5,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,False,No info,No info,1,1,1,0,0,0,1,0,0,0,1,2,0,0,0.0,1
277,277,277,112632,3850 S Las Vegas Blvd,4NHEIc9GtUXZmGuhFMkmwA,Las Vegas,36.0990353,-115.1753775,Yogurtland,89109,18,3.0,NV,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,False,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,1
278,278,278,112649,2482 E Desert Inn Rd,DPZrdAzdnTr7HiiDJyHybw,Las Vegas,36.13079671,-115.1166702,La Neveria,89121,51,4.0,NV,No info,No info,No info,No info,True,True,FALSE,No wifi,No info,0,1,No info,True,No info,No info,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0.0,0
279,279,279,113432,1223 E Carson St,s0HXXbiItSvVQBLvyckeRA,Pittsburgh,40.429002600000004,-79.9854677,Dairy Queen,15203,12,3.0,PA,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
280,280,280,113872,4740 E Baseline Rd,YWjfWHizWgHSsAPGfQChXw,Phoenix,33.37869257,-111.97964409999999,Sonic Drive-In,85040,26,2.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
281,281,281,113923,5085 E Tropicana Blvd,E-pUHcZaIzFQbnWnGHcC7w,Las Vegas,36.0998266,-115.0619457,Sonic Drive-In,89122,37,3.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
282,282,282,113979,3918 Monona Dr,YSUPAkyni4qpcHfrMOAEww,Madison,43.08308140000001,-89.3243943,Java Cat,53716,77,4.5,WI,FALSE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1.0,0
283,283,283,114283,3164 E Camelback Rd,dg5cg298SXZVMo4ZEwSUtg,Phoenix,33.5110405,-112.01342199999999,The Gelato Spot,85016,172,4.0,AZ,No info,TRUE,TRUE,No info,True,True,FALSE,Free wifi,No info,1,1,No info,True,No info,FALSE,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
284,284,284,114362,3890 S Maryland Pkwy,Wq9yflrKX79xKiY__BvCoQ,Las Vegas,36.118245,-115.135727,Magnolia Ice Cream and Treats,89119,122,4.5,NV,No info,No info,FALSE,No info,False,True,FALSE,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0.0,0
285,285,285,114545,"905 S Grand Central Pkwy, Ste 1700",CO5ofU1HQIBf1KWvb5ysLQ,Las Vegas,36.162831,-115.159245,Shake Shack,89106,75,4.0,NV,TRUE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,2,TRUE,True,TRUE,FALSE,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0.0,0
286,286,286,114571,4302 E Chandler Blvd,IUacTdoWEWEODMVFlUOOlw,Phoenix,33.30582874,-111.9907149,Sonic Drive-In,85048,56,2.5,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
287,287,287,114678,3555 S Durango Dr,bRR4gsjHv0F_RnRGjQBqlg,Las Vegas,36.1250824,-115.27949070000001,CJ's Italian Ice & Custard,89147,350,4.5,NV,FALSE,TRUE,TRUE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,TRUE,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0.0,0
288,288,288,114939,"1 E Washington St, Ste 180",wYVHHnA3ttwpbeyjNXopDQ,Phoenix,33.44781702,-112.0728209,Yogurt Time Downtown Hangout,85004,58,4.0,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,TRUE,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
289,289,289,115055,7100 N 12th St,nLX43e5KVb5wultBpWvYLw,Phoenix,33.539703100000004,-112.05631170000001,Splurge,85020,17,4.0,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
290,290,290,115414,7600 Forbes Ave,GnPXUkEvX5M0YR_PVGhWgg,Pittsburgh,40.43952949,-79.89742289,Park Pizza & Cream,15221,35,4.0,PA,FALSE,TRUE,TRUE,average,True,True,TRUE,Free wifi,TRUE,1,1,TRUE,True,No info,TRUE,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1.0,0
291,291,291,117336,"914 E Camelback Rd, Unit 4B",I_a74zmgR-X03LsKISWPcg,Phoenix,33.509761,-112.060884,Snoh Ice Shavery,85014,665,4.5,AZ,TRUE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,False,TRUE,FALSE,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1.0,1
292,292,292,117462,13825 N 19th Ave,WpzRURptZ2FIxBmJMl4MXA,Phoenix,33.61203715,-112.099179,KamanaWana Hawaiian Treats,85023,218,4.5,AZ,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,False,TRUE,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,1
293,293,293,117760,"2470 W Happy Valley Rd, Ste 1183",loeW2G8tSIp1cLD3zB1NoQ,Phoenix,33.71469525,-112.11252069999999,Urban Boba Tea House,85085,152,4.0,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,TRUE,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
294,294,294,117775,4324 W Indian School Rd,L-_-9JNAb6UDyq7waykX2A,Phoenix,33.495912,-112.15280359999998,Senor Sushi,85031,201,3.5,AZ,TRUE,TRUE,TRUE,average,True,True,FALSE,Free wifi,FALSE,1,2,TRUE,False,No info,FALSE,0,0,1,0,0,0,1,1,0,0,1,2,0,0,1.0,1
295,295,295,117841,"6830 S Rainbow Blvd, Ste 140",DyCv2ubxeygyOUWJ4lnewg,Las Vegas,36.064831700000006,-115.24173700000001,Sweetspot Nitrogen Ice Cream & Boba Tea,89118,236,4.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,FALSE,0,1,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,1.0,0
296,296,296,117994,1831 South Blvd,Vx00mzQudJe-cHtM6Drp7g,Charlotte,35.21063423,-80.85835381,Dunkin' Donuts,28203,35,3.0,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,FALSE,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,1,0,0,1,2,0,0,1.0,0
297,297,297,118792,2102 W Beltline Hwy,1GGLx6k4SgM-MykB5TTiJg,Madison,43.036029600000006,-89.41506070000001,Culver's,53713,53,4.0,WI,FALSE,TRUE,FALSE,average,False,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,1,0,1.0,0
298,298,298,119007,4 E Sky Harbor Blvd,fEqbLLqRw0fQrHM1xB070A,Phoenix,33.43594241,-111.9973125,Yogurtology,85034,12,3.0,AZ,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,0,1,No info,False,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,1.0,1
299,299,299,119397,5223 N Central Ave,mPfdYJj4d5KBPINDkaZY-Q,Phoenix,33.51350364,-112.07338940000001,Churn,85012,820,4.5,AZ,FALSE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1.0,0
300,300,300,119618,401 S Tryon St,0euwvUfYNkEw_D5vafuAow,Charlotte,35.22461699999999,-80.846426,Cheesecake Carousel,28202,16,4.0,SC,No info,No info,TRUE,No info,False,True,TRUE,Free wifi,No info,1,1,No info,False,FALSE,No info,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1.0,1
301,301,301,119810,7745 S 51st Ave,2THWm-2RT0MtkH-BKN6-FQ,Phoenix,33.37608981,-112.1678352,Sonic Drive-In,85339,16,2.5,AZ,FALSE,TRUE,FALSE,loud,True,True,FALSE,No wifi,TRUE,0,1,FALSE,False,No info,FALSE,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0.0,1
302,302,302,121246,468 State St,Lf5qFOWu5qg1zHYkZQgeNQ,Madison,43.0748325,-89.39294740000004,Chocolate Shoppe Ice Cream,53703,126,4.0,WI,No info,No info,FALSE,No info,True,True,No info,Paid wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,0,1,1,1,0,0,1,2,0,0,,0
303,303,303,121567,"4302 E Ray Rd, Ste 102",xfadwwQ7RICcAeinHz5YVQ,Phoenix,33.3203429,-111.9918903,Smallcakes Cupcakery and Creamery,85044,62,4.5,AZ,No info,No info,FALSE,No info,False,True,FALSE,Free wifi,No info,1,2,No info,False,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,1,0,1.0,1
304,304,304,121968,"5410 E High St, Ste 103",xQ2LR8H0Wrdwm3oZLIOeow,Phoenix,33.675989200000004,-111.96449879999999,Yogurt Time,85054,11,4.0,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,TRUE,1,1,No info,True,TRUE,No info,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1.0,0
305,305,305,122159,3780 S Las Vegas Blvd,LQg6wHIu5SGsWI0U5siclw,Las Vegas,36.102682,-115.17821,Shake Shack,89109,165,4.0,NV,TRUE,TRUE,No info,loud,True,True,FALSE,No wifi,TRUE,0,2,TRUE,True,No info,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,0
306,306,306,122284,"2501 W Happy Valley Rd, Ste 50-1260",Tg3PIM1Ye471KHirDZ0JjA,Phoenix,33.711434000000004,-112.11138999999999,Cold Stone Creamery,85085,21,3.0,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,3,0,0,0.0,0
307,307,307,122552,528 Euclid Ave,7xWbvNsFeKaJTurdHFrnqw,Cleveland,41.4998273,-81.6892363,Colossal Cupcakes,44115,260,3.0,OH,No info,No info,TRUE,No info,True,True,TRUE,Free wifi,FALSE,1,2,No info,True,TRUE,No info,0,0,0,0,1,0,0,1,0,0,1,3,0,0,1.0,0
308,308,308,123731,4301 E Towne Blvd,ibVJ52iBKcheyLNOPGU8jg,Madison,43.125359499999995,-89.3084236,Culver's,53704,27,3.0,WI,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
309,309,309,123752,7245 S Durango Dr,RqpL5Y50F9exjyHfpTzp3w,Las Vegas,36.056580600000004,-115.279752,Sonic Drive-In,89113,142,2.5,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
310,310,310,123895,740 S. Rampart,iwx-fC72oTDMnDuetYtjnw,Las Vegas,36.163441799999994,-115.28936110000001,Pinkberry,89145,91,4.0,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
311,311,311,124545,"3667 Las Vegas Blvd S, Ste 1-H504",xgzOg_sAhwLnL5LCuDkyrA,Las Vegas,36.11068,-115.169568,Red Mango,89109,24,2.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
312,312,312,124978,6455 W Sahara Ave,suLXZUWsh53kzoTVnO4gng,Las Vegas,36.1435354,-115.23302959999998,Sonic Drive-In,89102,105,2.5,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
313,313,313,126136,2107 South Blvd,QlIW78umKyE5d0BLpPh1-w,Charlotte,35.20786670000001,-80.8598976,Mr. K's Soft Ice Cream & Drive In,28203,148,4.0,NC,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
314,314,314,126423,4021 N 75th Ave,cWjHc-Fs0yXT7q5gCzAeTA,Phoenix,33.49379098,-112.220425,Baskin Robbins,85033,12,3.0,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,1,1,0,1,1,1,0,0,1,2,0,0,0.0,0
